Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Jordan Greenway,0.5sx1.1,0.5x0.85,,1.5x0.9,1.5x1,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Yegor Chinakhov,0.5sx1.2,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2,0.5x0.65,,0.5sx4.5,,,,,,,,,0.5sx2.25,,
Alexandre Texier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Kent Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Cole Sillinger,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Justin Danforth,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Kyle Okposo,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Zemgus Girgensons,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Henri Jokiharju,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Peyton Krebs,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Zach Benson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Sean Kuraly,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Eric Robinson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Adam Boqvist,,,,,,,,,,,,,,,,0.5sx3.25,,,,,,,,,,,
Erik Gudbranson,,,,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Connor Clifton,,,,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Petr Mrazek,,,,,,,,,,,,,,,,,,,,,9.05x1,,,29.5x1,3.5sx1.1,3.5x0.85,
Connor Hellebuyck,,,,,,,,,,,,,,,,,,,,,12.55x1,,,24.5x1,,,2.0x1
Connor Bedard,0.5x0.9,0.5sx1.1,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,7.05x1,,,,0.5sx1.5,0.5x0.7,
Mark Scheifele,0.5x0.75,0.5sx1.25,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,7.05x1,,,,0.5sx1.5,0.5x0.7,
Sean Monahan,0.5x0.9,0.5sx1.1,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,0.5x0.65,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Josh Morrissey,0.5x0.9,0.5sx1.1,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,7.05x1,,,,0.5sx3.25,,
Nikolaj Ehlers,,,0.5x1,2.5x0.9,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,5.55x1,,,,0.5sx1.75,0.5x0.65,
Kyle Connor,1.5sx1.25,1.5x0.75,,3.5sx1.1,3.5x0.85,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.25,0.5x0.8,
Seth Jones,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,2.0x1,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,5.55x1,,,,0.5sx4.5,,
Alex Iafallo,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Nino Niederreiter,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx5,,,,,,,,,0.5sx2.25,,
Anthony Beauvillier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Gabriel Vilardi,0.5x0.9,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,6.05x1,,,,0.5sx1.5,0.5x0.7,
Tyler Johnson,0.5sx1.25,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.5,,
Philipp Kurashev,,,0.5x1,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx2.5,,
Nick Foligno,0.5sx1.1,0.5x0.9,,,,1.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,0.5sx2.5,,
Jason Dickinson,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx3,,
Cole Perfetti,0.5sx1.1,0.5x0.9,,1.5x0.85,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Adam Lowry,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.75,,
Vladislav Namestnikov,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Taylor Raddysh,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Joey Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Colin Blackwell,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Mason Appleton,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Neal Pionk,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Ryan Donato,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Morgan Barron,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Alex Vlasic,,,,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Calvin Pickard,,,,,,,,,,,,,,,,,,,,,11.55x1,,,25.5x1,,,2.5x1
Connor McDavid,,,1.5x1,,,3.5x1,,,,,,,1.5sx1.5,,,0.5sx1.1,0.5x0.85,,,,,,,,0.5sx1.1,0.5x0.9,
Kirill Kaprizov,1.5sx1.25,1.5x0.75,,,,3.5x1,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.8,,,,,,,,0.5sx1.2,0.5x0.8,
Leon Draisaitl,1.5sx1.25,1.5x0.8,,,,2.5x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.2,0.5x0.8,,,,7.55x1,,,,0.5sx1.1,0.5x0.85,
Joel Eriksson Ek,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.9,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Evan Bouchard,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx2.5,,
Ryan Nugent-Hopkins,0.5x0.75,0.5sx1.25,,2.5sx1.1,2.5x0.85,,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
Zach Hyman,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.9,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.1,0.5x0.85,
Mats Zuccarello,0.5x0.75,0.5sx1.25,,,,2.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx2,0.5x0.65,
Matt Boldy,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx1.25,0.5x0.75,
Evander Kane,,,0.5x1,,,3.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.5,,,,,6.55x1,,,,0.5sx1.5,0.5x0.7,
Marco Rossi,0.5sx1.25,0.5x0.8,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx2,,,0.5sx4.25,,,,,,,,,0.5sx2.25,,
Brock Faber,0.5x1,0.5x0.9,,1.5x0.9,1.5sx1.1,,,,2.0x1,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx4,,
Ryan Hartman,0.5sx1.2,0.5x0.8,,,,2.0x1,,,,,,,0.5sx2,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2,,
Darnell Nurse,,,,,,2.0x1,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,5.55x1,,,,0.5sx5,,
Marcus Johansson,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.25,,,,,,,,,0.5sx2.75,,
Corey Perry,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.25,,
Mattias Ekholm,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Mattias Janmark,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Frederick Gaudreau,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Derek Ryan,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Brandon Duhaime,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Vinni Lettieri,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Ryan McLeod,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Jacob Lucchini,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Connor Brown,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Connor Dewar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Dylan Holloway,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Jonas Brodin,,,,,,,2.5sx1.05,2.5x0.9,,,,,,,,,,,,,,,,,0.5sx5.5,,
Warren Foegele,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,,0.5sx2,,
Cody Ceci,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
